パレットNo,セット位置,製品コード,吐出パターン番号,位置番号,傾き,A剤流圧(Mpa),B剤流圧(Mpa),A剤タンク1圧力(Mpa),A剤タンク2圧力(Mpa),B剤タンク1圧力(Mpa),B剤タンク2圧力(Mpa),A剤使用中タンク,B剤使用中タンク,A剤配合比速度(Hz),B剤配合比速度(Hz),生産総合流速(％),生産吐出時間(sec),X座標,Y座標,Z座標,余熱時間,硬化時間,投入開始日時,取出終了日時,余熱開始日時,余熱終了日時,注入開始日時,注入終了日時,硬化開始日時,硬化終了日時,生産日,製品コード(7桁),リレーケース名,注入時間,パレットR/T（分）
40,4番目,EMWJ0104358420V,7,16,無,0.15,0.17,0.049,-0.035,0.049,-0.083,タンク1,タンク1,50.8,60,70.3,9.7,845,355.0,290,1774,1167,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EMWJ010,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,15.00000036,50.68333334
33,4番目,EMWJ010435841F2,7,16,無,0.17,0.2,0.047,-0.035,0.046,-0.08,タンク1,タンク1,50.8,60,70.3,9.7,845,355.0,290,1056,1857,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EMWJ010,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,15.00000036,50.3
40,3番目,EJBJ008435841B+,7,13,無,0.17,0.18,0.049,-0.035,0.049,-0.083,タンク1,タンク1,50.8,60,70.3,9.7,600,320.0,290,1774,1167,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EJBJ008,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,14.00000013,50.68333334
40,1番目,FBGJ00843586E46,1,1,無,0.17,0.19,0.049,-0.035,0.048,-0.083,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1774,1167,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,50.68333334
41,3番目,EJBJ0084358419$,7,13,無,0.17,0.2,0.048,-0.035,0.046,-0.08,タンク1,タンク1,50.8,60,70.3,9.7,600,320.0,290,1086,1850,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EJBJ008,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,15.99999997,50.45
41,2番目,EMWJ0104358424Z,7,16,無,0.17,0.2,0.047,-0.035,0.046,-0.08,タンク1,タンク1,50.8,60,70.3,9.7,385,355.0,290,1086,1850,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EMWJ010,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,14.99999973,50.45
41,1番目,FBGJ00843586E24,1,1,無,0.17,0.2,0.047,-0.035,0.046,-0.08,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1086,1850,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,50.45
37,4番目,EMWJ0104358425-,7,16,無,0.16,0.19,0.047,-0.035,0.046,-0.08,タンク1,タンク1,50.8,60,70.3,9.7,845,355.0,290,1071,1848,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EMWJ010,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,15.00000036,50.26666667
37,3番目,EJBJ0084358417.,7,13,無,0.16,0.19,0.047,-0.035,0.046,-0.08,タンク1,タンク1,50.8,60,70.3,9.7,600,320.0,290,1071,1848,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EJBJ008,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,14.99999973,50.26666667
37,2番目,FBGJ00843586E02,1,1,無,0.17,0.2,0.047,-0.035,0.046,-0.08,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1071,1848,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,50.26666667
40,2番目,FBGJ00843586E35,1,1,無,0.17,0.18,0.049,-0.035,0.049,-0.083,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1774,1167,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,50.68333334
29,2番目,FCPJ003435810E/,13,21,無,0.24,0.28,0.047,-0.035,0.046,-0.08,タンク1,タンク1,50.8,60,100.0,10.1,451,360.0,290,1011,1884,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FCPJ003,リレ－ケ－ス本体　　　　　　　　　　　ＣＲＵ－Ａ,14.99999973,49.7
16,2番目,EZHJ00843588AFF,1,1,無,0.17,0.19,0.047,-0.035,0.046,-0.083,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1782,1144,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,50.36666667
16,4番目,EJWJ02643587593,6,12,無,0.15,0.17,0.047,-0.035,0.046,-0.083,タンク1,タンク1,50.8,60,62.0,5.0,776,360.0,290,1782,1144,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,11.00000006,50.36666667
10,1番目,EZHJ0084358A61%,1,1,無,0.17,0.19,0.047,-0.035,0.045,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1108,1097,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.26666666
5,3番目,EYDJ394435812D+,15,23,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,8.1,580,336.0,280,1098,1087,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYDJ394,,12.9999999,38.28333333
5,2番目,EZHJ00843588B23,1,1,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1098,1087,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.28333333
5,1番目,EZHJ00843588B12,1,1,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1098,1087,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.28333333
31,4番目,EYRJ00143587694,6,35,無,0.15,0.17,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,801,366.8,290,1103,1100,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYRJ001,,9.999999823,38.23333333
31,3番目,FCNJ00143589A01,5,33,無,0.19,0.21,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,620,356.5,290,1103,1100,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FCNJ001,,8.999999589,38.23333333
31,2番目,EZHJ0084358A5EB,1,1,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1103,1100,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.23333333
10,2番目,EZHJ0084358A3FA,1,1,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1108,1097,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.26666666
31,1番目,EZHJ0084358A5FC,1,1,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1103,1100,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.23333333
8,3番目,FCNJ00143589A12,5,33,無,0.17,0.2,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,620,356.5,290,1102,1087,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FCNJ001,,9.999999823,38.23333333
8,2番目,EZHJ0084358A5DA,1,1,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1102,1087,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.23333333
8,1番目,EZHJ0084358A5C9,1,1,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1102,1087,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.23333333
19,4番目,EWRJ004435899EE,6,35,無,0.15,0.17,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,801,366.8,290,1107,1092,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EWRJ004,,9.999999823,38.23333333
19,3番目,FCNJ0014358A260,5,33,無,0.19,0.21,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,620,356.5,290,1107,1092,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FCNJ001,,9.000000218,38.23333333
19,2番目,EZHJ0084358A5B8,1,1,無,0.15,0.18,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1107,1092,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.23333333
19,1番目,EZHJ0084358A5A7,1,1,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1107,1092,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.23333333
8,4番目,EWRJ004435899BB,6,35,無,0.15,0.17,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,801,366.8,290,1102,1087,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EWRJ004,,9.999999823,38.23333333
23,4番目,EYRJ00143589573,6,35,無,0.15,0.17,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,801,366.8,290,1107,1078,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYRJ001,,10.00000045,38.18333333
10,3番目,EYSJ0014358A271,5,7,無,0.18,0.21,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,620,370.0,290,1108,1097,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYSJ001,,10.00000045,38.26666666
24,1番目,EZHJ00843588B89,1,1,無,0.17,0.19,0.047,-0.035,0.045,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1101,1088,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.1
27,1番目,FEEJ0034359010R,1,2,無,0.17,0.19,0.047,-0.035,0.045,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,215,351.0,290,1083,1069,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,37.65
25,4番目,ETFJ0044358A6FD,5,7,無,0.19,0.21,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,850,370.0,290,1087,1091,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,ETFJ004,,11.00000006,37.73333333
25,3番目,ETFJ0044358A2D7,5,7,無,0.19,0.21,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,620,370.0,290,1087,1091,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,ETFJ004,,9.999999823,37.73333333
25,2番目,FEEJ003435900B.,1,2,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,445,351.0,290,1087,1091,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,37.73333333
25,1番目,FEEJ003435900D$,1,2,無,0.15,0.18,0.047,-0.035,0.045,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,215,351.0,290,1087,1091,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,13.9999995,37.73333333
20,4番目,ETFJ0044358A2C6,5,7,無,0.17,0.2,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,850,370.0,290,1083,1086,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,ETFJ004,,11.00000006,37.75
20,3番目,ETFJ0044358A6EC,5,7,無,0.19,0.21,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,620,370.0,290,1083,1086,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,ETFJ004,,9.999999823,37.75
10,4番目,EYSJ0014358A282,5,7,無,0.19,0.21,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,850,370.0,290,1108,1097,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYSJ001,,9.999999823,38.26666666
20,2番目,FEEJ0034359008Y,1,2,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,445,351.0,290,1083,1086,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,37.75
18,4番目,EYWJ0024358A2B5,5,7,無,0.19,0.21,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,850,370.0,290,1096,1095,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYWJ002,,9.999999823,38.03333334
18,3番目,EYDJ393435812C/,15,23,無,0.15,0.18,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,8.1,580,336.0,280,1096,1095,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYDJ393,,12.9999999,38.03333334
18,2番目,EYDJ395435812E%,15,23,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,8.1,350,336.0,280,1096,1095,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYDJ395,,12.9999999,38.03333334
18,1番目,EYDJ3844358122U,15,23,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,8.1,120,336.0,280,1096,1095,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYDJ384,,13.00000052,38.03333334
24,4番目,EYWJ0024358A293,5,7,無,0.19,0.21,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,850,370.0,290,1101,1088,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYWJ002,,9.999999823,38.1
24,3番目,EYWJ0024358A2A4,5,7,無,0.18,0.2,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,620,370.0,290,1101,1088,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYWJ002,,9.999999823,38.1
24,2番目,EZHJ0084358A60+,1,1,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1101,1088,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.1
20,1番目,FEEJ0034359009Z,1,2,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,215,351.0,290,1083,1086,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FEEJ003,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,37.75
16,3番目,DTHJ012435875B5,5,28,無,0.19,0.22,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,571,371.5,290,1782,1144,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,DTHJ012,,10.00000045,50.36666667
23,3番目,EWRJ004435899FF,6,35,無,0.15,0.17,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,571,366.8,290,1107,1078,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EWRJ004,,10.00000045,38.18333333
23,1番目,EZHJ0084358A596,1,1,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1107,1078,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.18333333
15,4番目,EYDJ0234358764%,16,11,無,0.15,0.18,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,8.9,861,356.8,290,1076,1120,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYDJ023,,14.00000013,38.36666667
15,3番目,DTHJ0124358760 ,5,28,無,0.19,0.22,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,571,371.5,290,1076,1120,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,DTHJ012,,8.999999589,38.36666667
15,2番目,EZHJ00843588B78,1,1,無,0.17,0.19,0.047,-0.035,0.046,-0.083,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1076,1120,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.36666667
15,1番目,EZHJ0084358A473,1,1,無,0.17,0.2,0.047,-0.035,0.045,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1076,1120,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.36666667
4,4番目,EJWJ0264358723.,6,12,無,0.15,0.17,0.047,-0.035,0.046,-0.083,タンク1,タンク1,50.8,60,62.0,5.0,776,360.0,290,1076,1147,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,10.99999943,38.5
4,3番目,DTHJ012435875E8,5,28,無,0.17,0.2,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,571,371.5,290,1076,1147,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,DTHJ012,,10.00000045,38.5
4,2番目,EZHJ00843588B56,1,1,無,0.15,0.18,0.047,-0.035,0.046,-0.083,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1076,1147,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.5
9,1番目,EZHJ0084358A41/,1,1,無,0.17,0.2,0.047,-0.035,0.045,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1084,1108,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.11666666
4,1番目,EZHJ00843588B67,1,1,無,0.17,0.19,0.047,-0.035,0.045,-0.083,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1076,1147,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,38.5
50,3番目,DTHJ012435875F9,5,28,無,0.19,0.22,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,79.0,5.0,571,371.5,290,1076,1143,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,DTHJ012,,9.999999823,38.68333333
50,2番目,EZHJ00843588B34,1,1,無,0.15,0.18,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1076,1143,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.68333333
50,1番目,EZHJ00843588B45,1,1,無,0.17,0.19,0.047,-0.035,0.045,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1076,1143,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.68333333
43,4番目,EJWJ02643587582,6,12,無,0.15,0.17,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,776,360.0,290,1076,1149,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,11.00000006,38.55
43,3番目,DTHJ012435875C6,5,28,無,0.19,0.22,0.047,-0.035,0.046,-0.083,タンク1,タンク1,50.8,60,79.0,5.0,571,371.5,290,1076,1149,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,DTHJ012,,9.999999823,38.55
43,2番目,EZHJ00843588B01,1,1,無,0.17,0.19,0.047,-0.035,0.046,-0.083,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1076,1149,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.55
43,1番目,EZHJ00843588AEE,1,1,無,0.17,0.19,0.047,-0.035,0.045,-0.083,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1076,1149,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.55
50,4番目,EJWJ026435875A4,6,12,無,0.15,0.17,0.047,-0.035,0.046,-0.083,タンク1,タンク1,50.8,60,62.0,5.0,776,360.0,290,1076,1143,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EJWJ026,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＷ,11.00000006,38.68333333
23,2番目,EZHJ00843588ACC,1,1,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1107,1078,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.18333333
