パレットNo,セット位置,製品コード,吐出パターン番号,位置番号,傾き,A剤流圧(Mpa),B剤流圧(Mpa),A剤タンク1圧力(Mpa),A剤タンク2圧力(Mpa),B剤タンク1圧力(Mpa),B剤タンク2圧力(Mpa),A剤使用中タンク,B剤使用中タンク,A剤配合比速度(Hz),B剤配合比速度(Hz),生産総合流速(％),生産吐出時間(sec),X座標,Y座標,Z座標,余熱時間,硬化時間,投入開始日時,取出終了日時,余熱開始日時,余熱終了日時,注入開始日時,注入終了日時,硬化開始日時,硬化終了日時,生産日,製品コード(7桁),リレーケース名,注入時間,パレットR/T（分）
9,2番目,EZHJ00843588A55,1,1,無,0.17,0.2,0.047,-0.035,0.045,-0.083,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1084,1108,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,38.11666666
9,4番目,ERGJ02143587661,18,29,無,0.24,0.27,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,100.0,7.1,833,402.0,290,1084,1108,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,ERGJ021,,12.00000029,38.11666666
13,4番目,EWRJ004435899CC,6,35,無,0.15,0.17,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,801,366.8,290,1108,1084,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EWRJ004,,10.00000045,37.98333333
13,3番目,EWRJ004435899DD,6,35,無,0.15,0.17,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,571,366.8,290,1108,1084,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EWRJ004,,9.999999823,37.98333333
13,2番目,EZHJ0084358A462,1,1,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1108,1084,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,37.98333333
13,1番目,EZHJ0084358A451,1,1,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1108,1084,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,37.98333333
12,4番目,EWRJ004435899AA,6,35,無,0.15,0.17,0.047,-0.035,0.046,-0.083,タンク1,タンク1,50.8,60,62.0,5.0,801,366.8,290,1102,1070,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EWRJ004,,9.999999823,37.79999999
12,3番目,EYRJ00143589584,6,35,無,0.14,0.16,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,571,366.8,290,1102,1070,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYRJ001,,9.999999823,37.79999999
12,2番目,EZHJ0084358A440,1,1,無,0.16,0.18,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1102,1070,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,37.79999999
9,3番目,EYDJ02343587650,16,11,無,0.16,0.19,0.047,-0.035,0.045,-0.083,タンク1,タンク1,50.8,60,70.3,8.9,631,356.8,290,1084,1108,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYDJ023,,13.9999995,38.11666666
12,1番目,EZHJ0084358A585,1,1,無,0.17,0.19,0.047,-0.035,0.045,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1102,1070,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,37.79999999
17,3番目,EZGJ00143587683,6,35,無,0.15,0.17,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,571,366.8,290,1100,1084,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZGJ001,,9.000000218,37.85
17,2番目,EZHJ0084358A42+,1,1,無,0.16,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1100,1084,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,37.85
17,1番目,EZHJ0084358A43%,1,1,無,0.17,0.19,0.047,-0.035,0.045,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1100,1084,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,37.85
26,4番目,EYDJ0234358762/,16,11,無,0.17,0.19,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,70.3,8.9,861,356.8,290,1088,1089,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYDJ023,,14.00000013,38.0
26,3番目,EYDJ0234358763+,16,11,無,0.16,0.19,0.047,-0.035,0.045,-0.082,タンク1,タンク1,50.8,60,70.3,8.9,631,356.8,290,1088,1089,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYDJ023,,14.00000013,38.0
26,2番目,EZHJ0084358A40$,1,1,無,0.17,0.19,0.047,-0.035,0.045,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,450,332.0,290,1088,1089,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.0
26,1番目,EZHJ0084358A3E9,1,1,無,0.17,0.2,0.047,-0.035,0.045,-0.082,タンク1,タンク1,50.8,60,70.3,9.9,220,332.0,290,1088,1089,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,38.0
17,4番目,EZGJ00143587672,6,35,無,0.15,0.17,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,801,366.8,290,1100,1084,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZGJ001,,11.00000006,37.85
49,3番目,ECAJ0124357D13+,9,15,無,0.17,0.17,0.004,0.048,-0.081,0.049,タンク2,タンク2,50.8,60,70.3,7.4,630,405.0,290,1079,1158,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,11.99999966,38.83333334
5,4番目,EYRJ00143589595,6,35,無,0.15,0.17,0.047,-0.035,0.046,-0.082,タンク1,タンク1,50.8,60,62.0,5.0,801,366.8,290,1098,1087,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EYRJ001,,11.00000006,38.28333333
49,1番目,FBGJ0084357E7FH,1,1,無,0.17,0.17,0.004,0.048,-0.081,0.049,タンク2,タンク2,50.8,60,70.3,9.9,220,332.0,290,1079,1158,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FBGJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.00000013,38.83333334
21,4番目,ECAJ0124357313V,9,15,無,0.18,0.17,0.003,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,7.4,860,405.0,290,1102,2029,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,12.9999999,53.76666666
21,3番目,EJBJ008435730E+,7,13,無,0.18,0.17,0.003,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.7,600,320.0,290,1102,2029,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EJBJ008,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,14.99999973,53.76666666
21,2番目,FLWJ0024357456$,1,2,無,0.17,0.17,0.003,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1102,2029,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,15.00000036,53.76666666
21,1番目,FLWJ0024357455 ,1,2,無,0.18,0.17,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1102,2029,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,14.99999973,53.76666666
38,4番目,ECAJ0124357310S,9,15,無,0.18,0.17,0.003,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,7.4,860,405.0,290,1088,2007,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,12.9999999,53.3
38,3番目,EJBJ0084357309-,7,13,無,0.18,0.17,0.003,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.7,600,320.0,290,1088,2007,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EJBJ008,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,14.00000013,53.3
38,2番目,FLWJ0024357454.,1,2,無,0.18,0.17,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1088,2007,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,15.00000036,53.3
38,1番目,FLWJ002435742D0,1,2,無,0.18,0.17,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1088,2007,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,14.99999973,53.3
22,3番目,EJBJ008435730C$,7,13,無,0.18,0.17,0.003,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.7,600,320.0,290,1090,2027,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EJBJ008,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,15.99999997,53.3
22,2番目,ECAJ0124357314W,9,15,無,0.18,0.17,0.003,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,7.4,400,405.0,290,1090,2027,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,12.9999999,53.3
22,1番目,FLWJ0024357453-,1,2,無,0.18,0.17,0.003,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1090,2027,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,15.00000036,53.3
42,3番目,EJBJ0084357308Z,7,13,無,0.18,0.17,0.003,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.7,600,320.0,290,1086,1988,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EJBJ008,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,15.99999997,52.71666667
42,2番目,ECAJ0124357316Y,9,15,無,0.18,0.18,0.003,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,7.4,400,405.0,290,1086,1988,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,12.9999999,52.71666667
42,1番目,FLWJ002435742C%,1,2,無,0.18,0.17,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1086,1988,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,15.00000036,52.71666667
27,4番目,ECAJ0124357315X,9,15,無,0.17,0.17,0.003,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,7.4,860,405.0,290,1082,1974,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,12.9999999,52.5
36,1番目,FLWJ0024357467+,1,2,無,0.18,0.17,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1106,2028,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,14.00000013,54.01666667
36,2番目,FLWJ0024357468%,1,2,無,0.18,0.17,0.004,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1106,2028,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,15.00000036,54.01666667
36,3番目,EMHJ0014357319.,8,14,無,0.18,0.17,0.003,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.9,8.0,662,385.0,290,1106,2028,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EMHJ001,リレ－ケ－ス本体　　　　　　　　　　　ＤＵＣ－Ａ,12.9999999,54.01666667
36,4番目,EMHJ0014357321U,8,14,無,0.18,0.17,0.003,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.9,8.0,892,385.0,290,1106,2028,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EMHJ001,リレ－ケ－ス本体　　　　　　　　　　　ＤＵＣ－Ａ,14.00000013,54.01666667
2,1番目,FLWJ0024357663$,1,2,無,0.17,0.17,0.004,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1132,2085,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,15.00000036,55.23333334
14,3番目,EMHJ0014357320T,8,14,無,0.18,0.17,0.004,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.9,8.0,662,385.0,290,1140,2076,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EMHJ001,リレ－ケ－ス本体　　　　　　　　　　　ＤＵＣ－Ａ,14.00000013,55.06666666
14,2番目,EMHJ001435731E%,8,14,無,0.18,0.17,0.004,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.9,8.0,432,385.0,290,1140,2076,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EMHJ001,リレ－ケ－ス本体　　　　　　　　　　　ＤＵＣ－Ａ,12.9999999,55.06666666
14,1番目,FLWJ00243574892,1,2,無,0.17,0.17,0.004,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1140,2076,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,14.99999973,55.06666666
29,4番目,EMHJ001435731F0,8,14,無,0.18,0.17,0.004,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.9,8.0,892,385.0,290,1128,2067,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EMHJ001,リレ－ケ－ス本体　　　　　　　　　　　ＤＵＣ－Ａ,14.00000013,54.81666667
29,3番目,EMHJ001435731C/,8,14,無,0.18,0.17,0.004,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.9,8.0,662,385.0,290,1128,2067,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EMHJ001,リレ－ケ－ス本体　　　　　　　　　　　ＤＵＣ－Ａ,12.9999999,54.81666667
29,2番目,FLWJ00243574870,1,2,無,0.18,0.17,0.004,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1128,2067,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,15.00000036,54.81666667
27,3番目,EJBJ008435730B ,7,13,無,0.16,0.17,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.7,600,320.0,290,1082,1974,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EJBJ008,リレ－ケ－ス本体　　　　　　　　　　　ＥＪＢ,14.00000013,52.5
29,1番目,FLWJ00243574881,1,2,無,0.17,0.17,0.004,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1128,2067,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,14.00000013,54.81666667
32,3番目,EMHJ001435731A ,8,14,無,0.18,0.17,0.004,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.9,8.0,662,385.0,290,1126,2042,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EMHJ001,リレ－ケ－ス本体　　　　　　　　　　　ＤＵＣ－Ａ,12.9999999,54.48333334
32,2番目,FLWJ0024357485+,1,2,無,0.17,0.17,0.004,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1126,2042,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,15.00000036,54.48333334
32,1番目,FLWJ0024357486%,1,2,無,0.18,0.17,0.004,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1126,2042,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,13.9999995,54.48333334
34,4番目,EMHJ001435731B$,8,14,無,0.18,0.17,0.004,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.9,8.0,892,385.0,290,1120,2034,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EMHJ001,リレ－ケ－ス本体　　　　　　　　　　　ＤＵＣ－Ａ,13.9999995,54.16666667
34,3番目,EMHJ0014357322V,8,14,無,0.18,0.17,0.004,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.9,8.0,662,385.0,290,1120,2034,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EMHJ001,リレ－ケ－ス本体　　　　　　　　　　　ＤＵＣ－Ａ,12.9999999,54.16666667
34,2番目,FLWJ00243574690,1,2,無,0.18,0.17,0.004,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1120,2034,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,15.00000036,54.16666667
34,1番目,FLWJ002435746A1,1,2,無,0.18,0.17,0.004,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1120,2034,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,13.9999995,54.16666667
32,4番目,EMHJ001435731D+,8,14,無,0.18,0.17,0.004,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.9,8.0,892,385.0,290,1126,2042,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EMHJ001,リレ－ケ－ス本体　　　　　　　　　　　ＤＵＣ－Ａ,13.9999995,54.48333334
27,2番目,FLWJ002435742A/,1,2,無,0.18,0.18,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,445,351.0,290,1082,1974,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,14.00000013,52.5
27,1番目,FLWJ002435742B+,1,2,無,0.18,0.18,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,215,351.0,290,1082,1974,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLWJ002,,13.9999995,52.5
25,4番目,ECAJ012435730F%,9,15,無,0.18,0.18,0.003,0.049,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,7.4,860,405.0,290,1069,1966,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,ECAJ012,リレ－ケ－ス本体　　　　　　　　　　　ＤＪＷ,12.9999999,52.43333333
5,2番目,EZHJ0084357349/,1,1,無,0.18,0.18,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1038,1113,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,37.55
5,1番目,EZHJ0084357347 ,1,1,無,0.18,0.18,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1038,1113,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,13.9999995,37.55
31,4番目,FKPJ00643570C4/,18,20,無,0.24,0.24,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,100.0,7.1,931,317.0,290,1029,1109,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FKPJ006,,12.00000029,37.43333334
31,3番目,ENGJ00443571F41,18,30,無,0.25,0.25,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,100.0,7.1,552,276.0,290,1029,1109,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,ENGJ004,,12.00000029,37.43333334
31,2番目,EZHJ0084357345-,1,1,無,0.18,0.18,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1029,1109,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,37.43333334
31,1番目,EZHJ0084357346.,1,1,無,0.18,0.18,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1029,1109,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,15.00000036,37.43333334
8,4番目,EQPJ02443571F63,18,30,無,0.25,0.25,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,100.0,7.1,782,276.0,290,1028,1117,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EQPJ024,,12.9999999,37.38333333
5,3番目,ERLJ0164356A09%,7,30,無,0.18,0.18,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.7,552,276.0,290,1038,1113,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,ERLJ016,,15.00000036,37.55
8,3番目,FLTJ00143570C70,18,20,無,0.25,0.25,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,100.0,7.1,701,317.0,290,1028,1117,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLTJ001,,12.00000029,37.38333333
8,1番目,EZHJ0084357344Z,1,1,無,0.18,0.18,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,220,332.0,290,1028,1117,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,37.38333333
19,3番目,FLTJ00143570C81,18,20,無,0.25,0.25,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,100.0,7.1,701,317.0,290,1039,1107,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,FLTJ001,,12.9999999,37.43333334
19,2番目,EZHJ0084357341W,1,1,無,0.17,0.18,0.003,0.048,0.046,-0.084,タンク2,タンク1,50.8,60,70.3,9.9,450,332.0,290,1039,1107,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,2026/4/8,EZHJ008,リレ－ケ－ス本体　　　　　　　　　　　ＦＢＧ,14.99999973,37.43333334
